text,label,source,clean_text
Kredit PT Domba Mas Juga Bermasalah di BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kredit pt domba mas juga bermasalah di bri
BRI Cianjur Bertanggung Jawab Atas Laporan Nasabah Korban Skimming,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri cianjur bertanggung jawab atas laporan nasabah korban skimming
"Warga Mojokerto Tertipu Orang Ngaku Karyawan BRI, Rp 65 juta raib",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,warga mojokerto tertipu orang ngaku karyawan bri rp juta raib
"Kasus Kredit Macet, Eks Karyawan BRI Dituntut 18 Bulan Penjara",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kasus kredit macet eks karyawan bri dituntut bulan penjara
Transaksi E-Commerce Lebih Nyaman dan Aman dengan Kartu Kredit BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,transaksi e commerce lebih nyaman dan aman dengan kartu kredit bri
BRI Bidik Pertumbuhan Kredit 7 Persen hingga Akhir 2021,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bidik pertumbuhan kredit persen hingga akhir
BRI Lumajang Sebut Perampok Bawa Kabur Uang Rp 240 Juta,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bri lumajang sebut perampok bawa kabur uang rp juta
"Kejar Nol Emisi Karbon, BRI & PLN Resmikan SPKLU di Jakarta",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kejar nol emisi karbon bri pln resmikan spklu di jakarta
"Mudahkan Masyarakat, BANK BRI Resmikan E-Banking Hybrid Lounge",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mudahkan masyarakat bank bri resmikan e banking hybrid lounge
"Berdaya Ledak Low Explosive, Bom Milik Perampok BRI Berbentuk Pipa",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,berdaya ledak low explosive bom milik perampok bri berbentuk pipa
"Kumpul di Senayan, Puluhan Ribu Karyawan BRI Rayakan Ultah ke-124",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,kumpul di senayan puluhan ribu karyawan bri rayakan ultah ke
Mobil Tabrak 8 Motor di Area Parkir BRI Madiun Terekam CCTV,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,mobil tabrak motor di area parkir bri madiun terekam cctv
Cerita Korban di Dalam Lift yang Jatuh di Gedung BRI II,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,cerita korban di dalam lift yang jatuh di gedung bri ii
Lantai Tiga Bank BRI di Medan Ludes Terbakar,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,lantai tiga bank bri di medan ludes terbakar
Kejagung Tetapkan Tersangka Baru pada Kasus Kredit Fiktif BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kejagung tetapkan tersangka baru pada kasus kredit fiktif bri
BRI Hadirkan Layanan Pembayaran Zakat Secara Online,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri hadirkan layanan pembayaran zakat secara online
Bank BRI Raih 2 Penghargaan Internasional Triple A Country Awards,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri raih penghargaan internasional triple a country awards
BRI Kembangkan Program Jaga Sungai Jaga Kehidupan,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kembangkan program jaga sungai jaga kehidupan
BRI Punya Cara Unik Ajak Pekerjanya Berdonasi Bantu Lawan COVID-19,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri punya cara unik ajak pekerjanya berdonasi bantu lawan covid
Top! BRI Catatkan Sejumlah Aksi Korporasi Penting,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,top bri catatkan sejumlah aksi korporasi penting
"BRI Revisi ke Atas Target Laba Jadi Rp 41 T, Ini Alasannya",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri revisi ke atas target laba jadi rp t ini alasannya
BRI & UGM Sinergi Jual Produk Danareksa GamaStePs Pasar Uang,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ugm sinergi jual produk danareksa gamasteps pasar uang
"Laba Bank BRI Kuartal I-2023 Naik 27,4% Jadi Rp 15,56 T",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,laba bank bri kuartal i naik jadi rp t
"Sambut Ramadhan, BRI Beri Layanan Penukaran Uang mulai 4 April 2022",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,sambut ramadhan bri beri layanan penukaran uang mulai april
BRI Bagikan Sejuta Masker ke Pedagang Pasar Cegah Penularan Covid-19,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan sejuta masker ke pedagang pasar cegah penularan covid
Lengkap! Empat Resep BRI Hadapi Kengerian Ekonomi 2023,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,lengkap empat resep bri hadapi kengerian ekonomi
"Laba Bersih BRI Melejit di 2022, Sahamnya Ngikut?",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,laba bersih bri melejit di sahamnya ngikut
BRI Targetkan Aplikasi Credit Card Mobile Diunduh 600 Ribu Nasabah,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri targetkan aplikasi credit card mobile diunduh ribu nasabah
"Permudah Transaksi Perbankan, BRI Luncurkan BRILink Mobile",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,permudah transaksi perbankan bri luncurkan brilink mobile
"Terdampak Covid-19, Restrukturisasi 125 Ribu Debitur KUR Disetujui BRI",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,terdampak covid restrukturisasi ribu debitur kur disetujui bri
Satpam BRI Yang Tewas Dilinggis Dikubur di Wonosari,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,satpam bri yang tewas dilinggis dikubur di wonosari
Geng Motor Bunuh Satpam BRI Syariah,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,geng motor bunuh satpam bri syariah
BRI Menanam Diproyeksi Serap 108 Ribu Ton CO2,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri menanam diproyeksi serap ribu ton co
BRI Siap Tambah Kuota Jika Peminat Online Travel Fair Membludak,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri siap tambah kuota jika peminat online travel fair membludak
Pelaku Pembakaran ATM BRI Bisa Dijerat UU Terorisme,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pelaku pembakaran atm bri bisa dijerat uu terorisme
Wajar Publik Nilai Politikus PDIP-Hanura Jadi Komisaris BRI Bentuk Bagi Kursi,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,wajar publik nilai politikus pdip hanura jadi komisaris bri bentuk bagi kursi
"Tumbuh 13,92%, Penyaluran Kredit Mikro BRI Capai Rp551,26 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tumbuh penyaluran kredit mikro bri capai rp triliun
Buronan Korupsi Kredit Fiktif BRI Dibekuk,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,buronan korupsi kredit fiktif bri dibekuk
"Capai Rekor Tertinggi, Saham BBRI Diprediksi Tembus Rp 6.200",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,capai rekor tertinggi saham bbri diprediksi tembus rp
BRI Bakal Tebar Dividen di Atas 70 Persen hingga Empat Tahun Mendatang,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bakal tebar dividen di atas persen hingga empat tahun mendatang
Layanan Operasional BRI Hanya Sampai Jam 3 Sore,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,layanan operasional bri hanya sampai jam sore
Upaya Ciptakan Talenta Unggul Lewat BRILiaN Young Leader,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,upaya ciptakan talenta unggul lewat brilian young leader
Suprajarto Pulang Kandang ke BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,suprajarto pulang kandang ke bri
"Dukung Program Mudik BUMN, BRI Life Berikan Perlindungan Jiwa Secara Gratis",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung program mudik bumn bri life berikan perlindungan jiwa secara gratis
Kemenko PMK-YBM BRI Berikan Beasiswa ke 300 Mahasiswa di 17 PTN,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kemenko pmk ybm bri berikan beasiswa ke mahasiswa di ptn
"Lewat Simpedes PeDe, BRI Bantu Kebangkitan UMKM Pasca Pandemi",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,lewat simpedes pede bri bantu kebangkitan umkm pasca pandemi
"Jalankan Prinsip ESG, BRI Unggul di Investasi Hijau",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,jalankan prinsip esg bri unggul di investasi hijau
"Kembangkan UMKM , BRI Luncurkan BRIncubator",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kembangkan umkm bri luncurkan brincubator
"Setor Tunai BRI, Uang Masuk tetapi Rekening Tak Bertambah",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,setor tunai bri uang masuk tetapi rekening tak bertambah
"BRI Gandeng OPPO Indonesia, Perluas Transaksi Digital",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gandeng oppo indonesia perluas transaksi digital
"BRI Kembali Buka Beasiswa BRILiaN Scholarship, Nih Syaratnya",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kembali buka beasiswa brilian scholarship nih syaratnya
"Mobil Pengangkut Uang Terbalik, BRI Pastikan Tak Ada Kerugian Finansial",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,mobil pengangkut uang terbalik bri pastikan tak ada kerugian finansial
"BRI Bagikan  Dividen Rp 10,48 T Untuk Tahun Buku 2016",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan dividen rp t untuk tahun buku
"Bangkitkan Sektor UMKM, BRI Gelar Pameran Virtual Lokal Keren Jatim",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bangkitkan sektor umkm bri gelar pameran virtual lokal keren jatim
"Top! Pembiayaan Hijau BRI Tembus Rp 71,5 T",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,top pembiayaan hijau bri tembus rp t
"Dukung Kompetensi Jurnalis, BRI Gelar Program Beasiswa",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung kompetensi jurnalis bri gelar program beasiswa
Tanggapan BRI untuk Keluhan Saudara Juli Lim,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk keluhan saudara juli lim
"Tanggap Bencana, BRI Bangun Posko BRI Peduli di Majene dan Mamuju",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggap bencana bri bangun posko bri peduli di majene dan mamuju
"Bos BRI Beberkan 3 Jurus Maut Kantongi Laba Rp51,4 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bos bri beberkan jurus maut kantongi laba rp triliun
"Punya UMi, Bos BRI Tegaskan Komitmen Beri Dividen Optimal",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,punya umi bos bri tegaskan komitmen beri dividen optimal
Rights Issue BRI Kelebihan Permintaan Jadi Magnet Pasar Modal RI Bergairah,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,rights issue bri kelebihan permintaan jadi magnet pasar modal ri bergairah
"Tebar Nilai Sosial, BRI Sukses Gelar Pelatihan Jurnalis",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,tebar nilai sosial bri sukses gelar pelatihan jurnalis
BRI-BTN Restrukturisasi Kredit Hingga Rp244 Triliun,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri btn restrukturisasi kredit hingga rp triliun
"Tanya Motif, BRI dan Pengunggah Struk Lirik Ed Sheeran akan Bertemu",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanya motif bri dan pengunggah struk lirik ed sheeran akan bertemu
Ini Alasan BRI Lakukan Buyback Saham,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ini alasan bri lakukan buyback saham
"Merger BRI, Pegadaian dan PNM Tengah Digodok",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,merger bri pegadaian dan pnm tengah digodok
BRI Tegaskan Tak Pakai Kripto meski Rambah Metaverse,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri tegaskan tak pakai kripto meski rambah metaverse
Kemensos Tunjuk BRI Salurkan Bansos Rp 316 M ke Rekening KPM,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kemensos tunjuk bri salurkan bansos rp m ke rekening kpm
BRI Prioritas Mahakarya Borobudur 2018 (1),neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri prioritas mahakarya borobudur
"Covid-19 Bukan Halangan, BRI Insurance Transformasi Digital",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,covid bukan halangan bri insurance transformasi digital
"Mudik Bersama BUMN, BRI Group Sediakan 7.500 Kuota bagi Nasabah",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,mudik bersama bumn bri group sediakan kuota bagi nasabah
"Terungkap! Ini Pelaku Nego Saham BRIS Rp 1,6 T",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,terungkap ini pelaku nego saham bris rp t
Kawanan Perampok Boyong ATM BRI di Medan,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kawanan perampok boyong atm bri di medan
Kajari Tangerang Sangkal Pertemuan Jaksa DSW Terkait Kasus BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kajari tangerang sangkal pertemuan jaksa dsw terkait kasus bri
"BRI Gencar Buyback Saham, Ini Alasannya",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri gencar buyback saham ini alasannya
"Wow! BRI Cairkan Kredit Rp 1T per Hari, Incar Rp 270T di 2023",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,wow bri cairkan kredit rp t per hari incar rp t di
"Berkah Ramadan, BRI Bagikan Dividen Rp 34,89 Triliun Hari Ini",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,berkah ramadan bri bagikan dividen rp triliun hari ini
Tanggapan BRI untuk Surat Pembaca Saudara Arka,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bri untuk surat pembaca saudara arka
Polisi Ciduk Pembobol Brankas Bank BRI di Langkat Sumut,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi ciduk pembobol brankas bank bri di langkat sumut
"BRI Kucurkan KUR Rp 37,4 Triliun ke 1,3 juta Pelaku UMKM",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri kucurkan kur rp triliun ke juta pelaku umkm
"BRI Ciptakan IT Remote Office ""Astana Veda"" di Yogyakarta",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ciptakan it remote office astana veda di yogyakarta
BRI Lebih Hati-Hati Kucurkan Kredit di Masa Pandemi,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri lebih hati hati kucurkan kredit di masa pandemi
"Manjakan ASN dan Pensiunan ke Karier Kedua, Ini Kolaborasi BRI-Taspen",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,manjakan asn dan pensiunan ke karier kedua ini kolaborasi bri taspen
BRI Terdepan Jadi Sponsor Kompetisi Sepak Bola Indonesia,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri terdepan jadi sponsor kompetisi sepak bola indonesia
"Pekerja BRI Salurkan Bantuan Rp 7,2 M untuk Warga Terdampak Corona",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pekerja bri salurkan bantuan rp m untuk warga terdampak corona
"Perjuangan Mantri BRI, Blusukan ke Pasar Bantu Rekstrukturisasi Nasabah KUR",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,perjuangan mantri bri blusukan ke pasar bantu rekstrukturisasi nasabah kur
BRILian Run 2019 Surabaya Series Jadi Ajang Lari Terbesar & Gratis,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,brilian run surabaya series jadi ajang lari terbesar gratis
"Penyaluran Pembiayaan Gemilang, BRI Finance Yakin Tumbuh 20 Persen",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,penyaluran pembiayaan gemilang bri finance yakin tumbuh persen
"Penyaluran KUR Dinilai Lamban, Ini Penjelasan BRI",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,penyaluran kur dinilai lamban ini penjelasan bri
"Terbesar Sepanjang Sejarah, Simpanan Tabungan BRI Rp 1.307 T",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,terbesar sepanjang sejarah simpanan tabungan bri rp t
"Ekspansi Bisnis Infrastruktur, SEAM Group Gandeng Ascort Asia Dan BRI",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ekspansi bisnis infrastruktur seam group gandeng ascort asia dan bri
"Mesin EDC BRIlink Rusak, Mohon Percepat Perbaikannya!",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,mesin edc brilink rusak mohon percepat perbaikannya
BRI Jadi BUMN Dengan Kontribusi Dividen & Pajak Terbaik,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri jadi bumn dengan kontribusi dividen pajak terbaik
BRI Cabang Amplas Digasak Perampok Bersenpi,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bri cabang amplas digasak perampok bersenpi
Kiat Belanja Gadget Baru Paling Untung di BRIindocomtech 2017,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kiat belanja gadget baru paling untung di briindocomtech
Andre Rosiade Puji Kinerja Tokcer BRI yang Cetak Laba Rp 39 T,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,andre rosiade puji kinerja tokcer bri yang cetak laba rp t
BRI dan Mandiri Diminta Utamakan Nasabah UMKM Terdampak Covid-19,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dan mandiri diminta utamakan nasabah umkm terdampak covid
Yuk Tonton Kemeriahan Penutupan UMKM EXPO(RT) BRILIANPRENEUR 2022,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,yuk tonton kemeriahan penutupan umkm expo rt brilianpreneur
"Kantor BRI di Batam Dirampok, Satpam Pingsan Dipukul Balok Kayu",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kantor bri di batam dirampok satpam pingsan dipukul balok kayu
"ATM BRI di Indomaret Senen Dibobol, Rp 199 Juta Raib",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,atm bri di indomaret senen dibobol rp juta raib
"Menempuh Hidup Baru, Nasabah MNC Sekuritas Berikan 20 Lot BBRI untuk Pasangan Hidup",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,menempuh hidup baru nasabah mnc sekuritas berikan lot bbri untuk pasangan hidup
"Bank BRI di Pekanbaru Dirampok, Uang Rp97 Juta Digasak",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri di pekanbaru dirampok uang rp juta digasak
UMKM - Brilianpreneur 2022: Semangat Bawa UMKM Mendunia!,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,umkm brilianpreneur semangat bawa umkm mendunia
"Kinerja Keuangan Ciamik, BRI Tebar Dividen Interim 2022 Rp 8,6 Triliun",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,kinerja keuangan ciamik bri tebar dividen interim rp triliun
"Sukseskan Ekonomi Biru, BRI Jalin Kerja Sama dengan KKP",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,sukseskan ekonomi biru bri jalin kerja sama dengan kkp
Pembunuh Karyawati BRI di Medan Divonis Seumur Hidup,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,pembunuh karyawati bri di medan divonis seumur hidup
"4 Terdakwa Korupsi BRI Tamini Square Dituntut 13,5 Tahun Bui",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,terdakwa korupsi bri tamini square dituntut tahun bui
Bank BRI Bantu Berdayakan Pedagang Pasar di Malang dengan Teknologi,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bank bri bantu berdayakan pedagang pasar di malang dengan teknologi
Sah! Ini Susunan Komisaris dan Direksi BRI Terbaru,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,sah ini susunan komisaris dan direksi bri terbaru
Video: Implementasi Nyata BRI Terapkan Prinsip ESG,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,video implementasi nyata bri terapkan prinsip esg
Pengumuman! BRI Cairkan Dividen Rp 8 T di Tanggal Ini,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,pengumuman bri cairkan dividen rp t di tanggal ini
Asmawi Syam Ditunjuk Jadi Plt Dirut BRI Menggantikan Sofyan Basir,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,asmawi syam ditunjuk jadi plt dirut bri menggantikan sofyan basir
"Setor Tunai BRI Bermasalah, Refund Kurang Rp 2 Juta",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,setor tunai bri bermasalah refund kurang rp juta
Perampok Gondol Brankas Berisi Rp 400 Juta dari BRI di Serdang Bedagai,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,perampok gondol brankas berisi rp juta dari bri di serdang bedagai
"Simpedes BISA, Tabungan BRI Banyak Fitur untuk Kenyamanan Nasabah",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,simpedes bisa tabungan bri banyak fitur untuk kenyamanan nasabah
"Janji 14 Hari Kerja, Kartu Kredit BRI Tak Kunjung Ditutup",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,janji hari kerja kartu kredit bri tak kunjung ditutup
BRI Luncurkan BRIncubator untuk Kembangkan UMKM,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri luncurkan brincubator untuk kembangkan umkm
Deretan Prestasi di Sektor Digital Banking yang Diraih BRI sepanjang 2021,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,deretan prestasi di sektor digital banking yang diraih bri sepanjang
Satpam BRI Bobol Brankas dan Kuras Rp 1 Miliar Lebih,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,satpam bri bobol brankas dan kuras rp miliar lebih
Dagang Untung Belanja Untung BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,dagang untung belanja untung bri
Tanggapan Bank BRI untuk Surat Saudara Piter,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,tanggapan bank bri untuk surat saudara piter
"BRI Bagikan Dividen Rp 174,23 Per Saham untuk Tahun Buku 2021",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri bagikan dividen rp per saham untuk tahun buku
Karyawati BRI Syariah di Medan Diduga Tewas Dibunuh Sejak 3 Hari Lalu,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,karyawati bri syariah di medan diduga tewas dibunuh sejak hari lalu
"Jadi Bank Tertua di RI, Siapa Pemilik BRI?",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,jadi bank tertua di ri siapa pemilik bri
"Fokus ke Kredit UMKM, BRI Targetkan Laba Bersih Rp 36 Triliun di 2019",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,fokus ke kredit umkm bri targetkan laba bersih rp triliun di
"Kehilangan Uang, Puluhan Nasabah Lapor ke BRI",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,kehilangan uang puluhan nasabah lapor ke bri
BRI Targetkan 1 Juta Nasabah Baru Lewat Program BritAma FSTVL,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri targetkan juta nasabah baru lewat program britama fstvl
Liburan di Singapura Makin Seru Dengan Budget Hemat Bersama Kartu BRI Mastercard,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,liburan di singapura makin seru dengan budget hemat bersama kartu bri mastercard
"Dukung Ketahanan Pangan, BRI Hadir Bantu Petani Jeruk di Malang",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dukung ketahanan pangan bri hadir bantu petani jeruk di malang
BRI Pertahankan Gelar Bank Terbaik 2015 Versi The Bankers,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri pertahankan gelar bank terbaik versi the bankers
Begini Penjurian 5 Desa Paling Inovatif Terpilih di 'Desa BRILian',neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,begini penjurian desa paling inovatif terpilih di desa brilian
BRI Ajak Masyarakat Disiplin Kelola Uang Lewat Investasi,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,bri ajak masyarakat disiplin kelola uang lewat investasi
"Jokowi: UMKM Manfaatkan KUR, Silakan ke BRI",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,jokowi umkm manfaatkan kur silakan ke bri
Berkas Pegawai BRI Terkait Penggelapan Emas Nasabah Dinyatakan Lengkap,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,berkas pegawai bri terkait penggelapan emas nasabah dinyatakan lengkap
Polisi Masih Periksa Intensif 3 Terduga Pelaku Pembakar ATM BRI,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,polisi masih periksa intensif terduga pelaku pembakar atm bri
Polrestabes Surabaya Dapat Bantuan Satu Unit Bus dari BRI,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,polrestabes surabaya dapat bantuan satu unit bus dari bri
"Benda Mencurigakan di BRI RS Sardjito Bukan Bom, Hanya Mirip",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,benda mencurigakan di bri rs sardjito bukan bom hanya mirip
"Nilai Saham Orang Terkaya RI Tembus Rp 800 T, Salip BBRI!",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,nilai saham orang terkaya ri tembus rp t salip bbri
"Jelang HUT ke 127, BRI Gelar Kompetisi Foto BRIGHT ON",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,jelang hut ke bri gelar kompetisi foto bright on
Gedung Sentra BRI di Jalan Sudirman Terbakar,negative,huggingface:intanm/indonesian-financial-sentiment-analysis,gedung sentra bri di jalan sudirman terbakar
"Transfer BRI Dinyatakan Sukses, Dana Tak Masuk Rekening Tujuan",negative,huggingface:intanm/indonesian-financial-sentiment-analysis,transfer bri dinyatakan sukses dana tak masuk rekening tujuan
Ketua Komisi VI DPR Faisol Riza Apresiasi Rektor UI Mundur dari Komisaris BRI,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,ketua komisi vi dpr faisol riza apresiasi rektor ui mundur dari komisaris bri
"Pasca Pandemi, Sunarso Bawa BRI Semakin Cemerlang",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,pasca pandemi sunarso bawa bri semakin cemerlang
BRI Dukung Ribuan Klaster UMKM Binaan Perluas Akses Pasar,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri dukung ribuan klaster umkm binaan perluas akses pasar
"BRI Mulai Salurkan KUR, Rp12 Triliun untuk Maret 2023",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri mulai salurkan kur rp triliun untuk maret
Begini Upaya BRI Life Perkuat Bisnis Bancassurance  dan Asuransi Mikro,neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,begini upaya bri life perkuat bisnis bancassurance dan asuransi mikro
"HUT ke-127, BRI Hadirkan KPR BRI Property Expo 2022",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,hut ke bri hadirkan kpr bri property expo
BRI Raih Gelar Bank Domestik Terbaik 2014 dari Asiamoney,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,bri raih gelar bank domestik terbaik dari asiamoney
"Jangan Lewatkan, Anugerah 5 Desa Paling BRILian Besok!",neutral,huggingface:intanm/indonesian-financial-sentiment-analysis,jangan lewatkan anugerah desa paling brilian besok
Aset BRI Bakal Jadi yang Terbesar Setelah Rights Issue,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,aset bri bakal jadi yang terbesar setelah rights issue
"Wow, 2 Talent BRI Eksis di UN World Innovation Day Hack 2022",positive,huggingface:intanm/indonesian-financial-sentiment-analysis,wow talent bri eksis di un world innovation day hack
Dana Titipan Pemerintah Di BRI Sudah Disalurkan Pada 716.815 Nasabah,positive,huggingface:intanm/indonesian-financial-sentiment-analysis,dana titipan pemerintah di bri sudah disalurkan pada nasabah
